Code,Food name in English,Scientific name,eligibility_status,eligibility_reason,eligibility_rule_id,eligibility_source
07_031,"Chicken, dark meat with skin, boiled* (without salt), drained",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_032,"Chicken, dark meat with skin, grilled* (without salt or fat)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_103,"Chicken, dark meat with skin, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_003,"Chicken, dark meat without skin, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_028,"Chicken, dark meat without skin, boiled* (without salt), drained",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_029,"Chicken, dark meat without skin, grilled* (without salt or fat)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_102,"Chicken, dark meat without skin, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_036,"Chicken, light meat with skin, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_037,"Chicken, light meat with skin, boiled* (without salt), drained",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_038,"Chicken, light meat with skin, grilled* (without salt or fat)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_104,"Chicken, light meat with skin, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_033,"Chicken, light meat without skin, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_034,"Chicken, light meat without skin, boiled* (without salt), drained",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_035,"Chicken, light meat without skin, grilled* (without salt or fat)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_105,"Chicken, light meat without skin, stewed* (as part of a recipe)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_075,"Cricket, dried, raw",Various species,eligible,No exclusion or review rule matched.,,Default project rule
07_074,"Cricket, fresh, raw",Various species,eligible,No exclusion or review rule matched.,,Default project rule
07_076,"Cricket, bush (katydid), raw",Ruspolia differens,eligible,No exclusion or review rule matched.,,Default project rule
07_044,"Crocodile meat, raw",Crocodylus  spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_045,"Crocodile meat, boiled* (without salt), drained",Crocodylus  spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_110,"Crocodile meat, grilled* (without salt or fat)",Crocodylus  spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_111,"Crocodile meat, stewed* (as part of a recipe)",Crocodylus  spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_136,Fried mopane worms with vegetables (Burkina Faso)*,,eligible,No exclusion or review rule matched.,,Default project rule
07_027,"Game meat, dried, salted",,eligible,No exclusion or review rule matched.,,Default project rule
07_069,"Goat meat, lean, raw",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_113,"Goat meat, lean, boiled* (without salt), drained",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_114,"Goat meat, lean, grilled* (without salt or fat)",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_115,"Goat meat, lean, stewed* (as part of a recipe)",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_046,"Goat meat, moderately fat, ca. 10% fat, raw",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_047,"Goat meat, moderately fat, ca. 10% fat, boiled* (without salt), drained",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_048,"Goat meat, moderately fat, ca. 10% fat, grilled* (without salt or fat)",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_112,"Goat meat, moderately fat, ca. 10% fat, stewed* (as part of a recipe)",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
07_070,"Guinea fowl meat, raw",Numida meleagris,eligible,No exclusion or review rule matched.,,Default project rule
07_116,"Guinea fowl meat, boiled* (without salt), drained",Numida meleagris,eligible,No exclusion or review rule matched.,,Default project rule
07_117,"Guinea fowl meat, grilled* (without salt or fat)",Numida meleagris,eligible,No exclusion or review rule matched.,,Default project rule
07_118,"Guinea fowl meat, stewed* (as part of a recipe)",Numida meleagris,eligible,No exclusion or review rule matched.,,Default project rule
07_135,Kédjénou (Burkina Faso)*: chicken stew with vegetables,,eligible,No exclusion or review rule matched.,,Default project rule
07_051,"Lamb brain, raw",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_129,"Lamb brain, boiled* (without salt), drained",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_130,"Lamb brain, grilled* (without salt or fat)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_052,"Lamb brain, stewed* (as part of a recipe)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_053,"Lamb liver, raw",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_054,"Lamb liver, boiled* (without salt), drained",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_131,"Lamb liver, grilled* (without salt or fat)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_132,"Lamb liver, stewed* (as part of a recipe)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_072,"Lamb/mutton meat, lean, ca. 10% fat, raw",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_126,"Lamb/mutton meat, lean, ca. 10% fat, boiled* (without salt), drained",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_127,"Lamb/mutton meat, lean, ca. 10% fat, grilled* (without salt or fat)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_128,"Lamb/mutton meat, lean, ca. 10% fat, stewed* (as part of a recipe)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_004,"Lamb/mutton meat, moderately fat, ca. 20% fat, raw",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_049,"Lamb/mutton meat, moderately fat, ca. 20% fat, boiled* (without salt), drained",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_050,"Lamb/mutton meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_125,"Lamb/mutton meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)",Ovis aries,eligible,No exclusion or review rule matched.,,Default project rule
07_079,"Larvae, fresh, raw",Various species,eligible,No exclusion or review rule matched.,,Default project rule
07_056,"Mopane worm, canned",Gonimbrasia belina,eligible,No exclusion or review rule matched.,,Default project rule
07_067,"Ostrich meat, raw",Struthio camelus,eligible,No exclusion or review rule matched.,,Default project rule
07_099,"Ostrich meat, boiled* (without salt), drained",Struthio camelus,eligible,No exclusion or review rule matched.,,Default project rule
07_100,"Ostrich meat, grilled* (without salt or fat)",Struthio camelus,eligible,No exclusion or review rule matched.,,Default project rule
07_101,"Ostrich meat, stewed* (as part of a recipe)",Struthio camelus,eligible,No exclusion or review rule matched.,,Default project rule
07_005,"Pork meat, fatty, ca. 40% fat, raw",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_059,"Pork meat, fatty, ca. 40% fat, boiled* (without salt), drained",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_060,"Pork meat, fatty, ca. 40% fat, grilled* (without salt or fat)",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_123,"Pork meat, fatty, ca. 40% fat, stewed* (as part of a recipe)",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_071,"Pork meat, lean, ca. 10% fat, raw",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_119,"Pork meat, lean, ca. 10% fat, boiled* (without salt), drained",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_120,"Pork meat, lean, ca. 10% fat, grilled* (without salt or fat)",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_121,"Pork meat, lean, ca. 10% fat, stewed* (as part of a recipe)",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_006,"Pork meat, moderately fat, ca. 20% fat, raw",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_057,"Pork meat, moderately fat, ca. 20% fat, boiled* (without salt), drained",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_058,"Pork meat, moderately fat, ca. 20% fat, grilled* (without salt or fat)",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_122,"Pork meat, moderately fat, ca. 20% fat, stewed* (as part of a recipe)",Sus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
07_007,"Rabbit meat, raw",Oryctolagus cuniculus,eligible,No exclusion or review rule matched.,,Default project rule
07_124,"Rabbit meat, boiled* (without salt), drained",Oryctolagus cuniculus,eligible,No exclusion or review rule matched.,,Default project rule
07_062,"Rabbit meat, grilled* (without salt or fat)",Oryctolagus cuniculus,eligible,No exclusion or review rule matched.,,Default project rule
07_061,"Rabbit meat, stewed* (as part of a recipe)",Oryctolagus cuniculus,eligible,No exclusion or review rule matched.,,Default project rule
07_063,"Sausage, wiener (beef, pork, chicken) canned",,eligible,No exclusion or review rule matched.,,Default project rule
07_083,"Snail, raw",Achatina spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_084,"Snail, cooked",Achatina spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_066,"Springbok meat, raw",Antidorcas marsupialis,eligible,No exclusion or review rule matched.,,Default project rule
07_096,"Springbok meat, boiled* (without salt), drained",Antidorcas marsupialis,eligible,No exclusion or review rule matched.,,Default project rule
07_097,"Springbok meat, grilled* (without salt or fat)",Antidorcas marsupialis,eligible,No exclusion or review rule matched.,,Default project rule
07_098,"Springbok meat, stewed* (as part of a recipe)",Antidorcas marsupialis,eligible,No exclusion or review rule matched.,,Default project rule
07_082,"Termite, dried, raw",Macrotermes spp.,eligible,No exclusion or review rule matched.,,Default project rule
07_081,"Termite, fresh, raw",Various species,eligible,No exclusion or review rule matched.,,Default project rule
08_005,"Egg, chicken, local breed, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
08_010,"Egg, chicken, local breed, boiled* (without salt)",Gallus gallus,eligible,No exclusion or review rule matched.,,Default project rule
08_001,"Egg, chicken, raw",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
08_002,"Egg, chicken, boiled* (without salt)",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
08_003,"Egg, chicken, fried in oil",Gallus gallus domesticus,eligible,No exclusion or review rule matched.,,Default project rule
08_009,"Egg, duck, raw",Anas platyrhynchos,eligible,No exclusion or review rule matched.,,Default project rule
08_014,"Egg, duck, boiled* (without salt)",Anas platyrhynchos,eligible,No exclusion or review rule matched.,,Default project rule
08_008,"Egg, guinea fowl, raw",Numida meleagris,eligible,No exclusion or review rule matched.,,Default project rule
08_013,"Egg, guinea fowl, boiled* (without salt)",Numida meleagris,eligible,No exclusion or review rule matched.,,Default project rule
08_006,"Egg, quail, raw",Coturnix japonica,eligible,No exclusion or review rule matched.,,Default project rule
08_011,"Egg, quail, boiled* (without salt)",Coturnix japonica,eligible,No exclusion or review rule matched.,,Default project rule
08_007,"Egg, turkey, raw",Meleagris gallopavo,eligible,No exclusion or review rule matched.,,Default project rule
08_012,"Egg, turkey, boiled* (without salt)",Meleagris gallopavo,eligible,No exclusion or review rule matched.,,Default project rule
08_004,"Omelette, from chicken egg",,eligible,No exclusion or review rule matched.,,Default project rule
09_007,"African carp, fillet, raw",Labeo spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_061,"African carp, fillet, boiled* (as part of a recipe)",Labeo spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_009,"African carp, fillet, grilled* (without salt or fat)",Labeo spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_008,"African carp, fillet, steamed* (without salt)",Labeo spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_012,"Anchovy, canned in oil, drained",,eligible,No exclusion or review rule matched.,,Default project rule
09_001,"Anchovy, fillet, raw",Engraulis encrasicolus,eligible,No exclusion or review rule matched.,,Default project rule
09_062,"Anchovy, fillet, boiled* (as part of a recipe)",Engraulis encrasicolus,eligible,No exclusion or review rule matched.,,Default project rule
09_011,"Anchovy, fillet, grilled* (without salt or fat)",Engraulis encrasicolus,eligible,No exclusion or review rule matched.,,Default project rule
09_010,"Anchovy, fillet, steamed* (without salt)",Engraulis encrasicolus,eligible,No exclusion or review rule matched.,,Default project rule
09_048,"Atlantic cod (Northeast Atlantic), fillet, raw",Gadus morhua,eligible,No exclusion or review rule matched.,,Default project rule
09_068,"Atlantic cod (Northeast Atlantic), fillet, boiled* (as part of a recipe)",Gadus morhua,eligible,No exclusion or review rule matched.,,Default project rule
09_067,"Atlantic cod (Northeast Atlantic), fillet, grilled* (without salt or fat)",Gadus morhua,eligible,No exclusion or review rule matched.,,Default project rule
09_066,"Atlantic cod (Northeast Atlantic), fillet, steamed* (without salt)",Gadus morhua,eligible,No exclusion or review rule matched.,,Default project rule
09_049,"Atlantic horse mackerel, wild, fillet without skin, raw",Trachurus trachurus,eligible,No exclusion or review rule matched.,,Default project rule
09_072,"Atlantic horse mackerel, wild, fillet without skin, boiled* (as part of a recipe)",Trachurus trachurus,eligible,No exclusion or review rule matched.,,Default project rule
09_071,"Atlantic horse mackerel, wild, fillet without skin, grilled* (without salt or fat)",Trachurus trachurus,eligible,No exclusion or review rule matched.,,Default project rule
09_070,"Atlantic horse mackerel, wild, fillet without skin, steamed* (without salt)",Trachurus trachurus,eligible,No exclusion or review rule matched.,,Default project rule
09_002,"Barracuda, fillet, raw",Sphyraena spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_063,"Barracuda, fillet, boiled* (as part of a recipe)",Sphyraena spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_014,"Barracuda, fillet, grilled* (without salt or fat)",Sphyraena spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_013,"Barracuda, fillet, steamed* (without salt)",Sphyraena spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_015,"Bayad, fillet, raw",Bagrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_064,"Bayad, fillet, boiled* (as part of a recipe)",Bagrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_017,"Bayad, fillet, grilled* (without salt or fat)",Bagrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_016,"Bayad, fillet, steamed* (without salt)",Bagrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_021,"Carp, fillet, raw",Cyprinus carpio ,eligible,No exclusion or review rule matched.,,Default project rule
09_065,"Carp, fillet, boiled* (as part of a recipe)",Cyprinus carpio ,eligible,No exclusion or review rule matched.,,Default project rule
09_023,"Carp, fillet, grilled* (without salt or fat)",Cyprinus carpio ,eligible,No exclusion or review rule matched.,,Default project rule
09_022,"Carp, fillet, steamed* (without salt)",Cyprinus carpio ,eligible,No exclusion or review rule matched.,,Default project rule
09_018,"Catfish, fillet, raw",Synodontis spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_108,"Catfish, fillet, boiled* (as part of a recipe)",Synodontis spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_020,"Catfish, fillet, grilled* (without salt or fat)",Synodontis spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_019,"Catfish, fillet, steamed* (without salt)",Synodontis spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_055,"Crab, flesh (body and claw), raw",Callinectes spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_098,"Crab, flesh (body and claw), boiled* (as part of a recipe)",Callinectes spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_097,"Crab, flesh (body and claw), grilled* (without salt or fat)",Callinectes spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_096,"Crab, flesh (body and claw), steamed* (without salt)",Callinectes spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_053,"Fish, whole, dried",Various species,eligible,No exclusion or review rule matched.,,Default project rule
09_003,"Mackerel, fillet, raw",Scomberomorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_069,"Mackerel, fillet, boiled* (as part of a recipe)",Scomberomorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_025,"Mackerel, fillet, grilled* (without salt or fat)",Scomberomorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_024,"Mackerel, fillet, steamed* (without salt)",Scomberomorus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_109,"Mackerel, jack, canned in oil, drained",Trachurus symmetricus,eligible,No exclusion or review rule matched.,,Default project rule
09_050,"Mahi mahi, fillet, raw",Coryphaena hippurus,eligible,No exclusion or review rule matched.,,Default project rule
09_075,"Mahi mahi, fillet, boiled* (as part of a recipe)",Coryphaena hippurus,eligible,No exclusion or review rule matched.,,Default project rule
09_074,"Mahi mahi, fillet, grilled* (without salt or fat)",Coryphaena hippurus,eligible,No exclusion or review rule matched.,,Default project rule
09_073,"Mahi mahi, fillet, steamed* (without salt)",Coryphaena hippurus,eligible,No exclusion or review rule matched.,,Default project rule
09_051,"Mola carplet, small whole fish, viscera, fins and scales removed, raw",Amblypharyngodon mola,eligible,No exclusion or review rule matched.,,Default project rule
09_078,"Mola carplet, small whole fish, viscera, fins and scales removed, boiled* (as part of a recipe)",Amblypharyngodon mola,eligible,No exclusion or review rule matched.,,Default project rule
09_077,"Mola carplet, small whole fish, viscera, fins and scales removed, grilled* (without salt or fat)",Amblypharyngodon mola,eligible,No exclusion or review rule matched.,,Default project rule
09_076,"Mola carplet, small whole fish, viscera, fins and scales removed, steamed* (without salt)",Amblypharyngodon mola,eligible,No exclusion or review rule matched.,,Default project rule
09_026,"Mormyrid, fillet, raw",Mormyrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_079,"Mormyrid, fillet, boiled* (as part of a recipe)",Mormyrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_028,"Mormyrid, fillet, grilled* (without salt or fat)",Mormyrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_027,"Mormyrid, fillet, steamed* (without salt)",Mormyrus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_052,"Mullet, fillet, raw",Mugil cephalus,eligible,No exclusion or review rule matched.,,Default project rule
09_085,"Mullet, fillet, boiled* (as part of a recipe)",Mugil cephalus,eligible,No exclusion or review rule matched.,,Default project rule
09_084,"Mullet, fillet, grilled* (without salt or fat)",Mugil cephalus,eligible,No exclusion or review rule matched.,,Default project rule
09_083,"Mullet, fillet, steamed* (without salt)",Mugil cephalus,eligible,No exclusion or review rule matched.,,Default project rule
09_060,"North African catfish, fillet, raw",Clarias gariepinus,eligible,No exclusion or review rule matched.,,Default project rule
09_082,"North African catfish, fillet, boiled* (as part of a recipe)",Clarias gariepinus,eligible,No exclusion or review rule matched.,,Default project rule
09_081,"North African catfish, fillet, grilled* (without salt or fat)",Clarias gariepinus,eligible,No exclusion or review rule matched.,,Default project rule
09_080,"North African catfish, fillet, steamed* (without salt)",Clarias gariepinus,eligible,No exclusion or review rule matched.,,Default project rule
09_032,"Perch, Nile, fillet, raw",Lates niloticus,eligible,No exclusion or review rule matched.,,Default project rule
09_086,"Perch, Nile, fillet, boiled* (as part of a recipe)",Lates niloticus,eligible,No exclusion or review rule matched.,,Default project rule
09_034,"Perch, Nile, fillet, grilled* (without salt or fat)",Lates niloticus,eligible,No exclusion or review rule matched.,,Default project rule
09_033,"Perch, Nile, fillet, steamed* (without salt)",Lates niloticus,eligible,No exclusion or review rule matched.,,Default project rule
09_037,"Sardine, canned in oil, drained, with bones",Sardinella spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_004,"Sardine, fillet, raw",Sardinella spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_087,"Sardine, fillet, boiled* (as part of a recipe)",Sardinella spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_036,"Sardine, fillet, grilled* (without salt or fat)",Sardinella spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_035,"Sardine, fillet, steamed* (without salt)",Sardinella spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_056,"Sea snail/whelk, flesh, raw",Family: Buccinidae,eligible,No exclusion or review rule matched.,,Default project rule
09_101,"Sea snail/whelk, boiled* (as part of a recipe)",Family: Buccinidae,eligible,No exclusion or review rule matched.,,Default project rule
09_100,"Sea snail/whelk, grilled* (without salt or fat)",Family: Buccinidae,eligible,No exclusion or review rule matched.,,Default project rule
09_099,"Sea snail/whelk, steamed* (without salt)",Family: Buccinidae,eligible,No exclusion or review rule matched.,,Default project rule
09_038,"Shiny-nose, fillet, raw",Polydactylus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_088,"Shiny-nose, fillet, boiled* (as part of a recipe)",Polydactylus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_040,"Shiny-nose, fillet, grilled* (without salt or fat)",Polydactylus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_039,"Shiny-nose, fillet, steamed* (without salt)",Polydactylus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_057,"Shrimp (crayfish), whole, dried",Families: Palaemonidae/Penaeidae,eligible,No exclusion or review rule matched.,,Default project rule
09_058,"Shrimp, palaemonid, flesh, raw",Family: Palaemonidae,eligible,No exclusion or review rule matched.,,Default project rule
09_104,"Shrimp, palaemonid, flesh, boiled* (as part of a recipe)",Family: Palaemonidae,eligible,No exclusion or review rule matched.,,Default project rule
09_103,"Shrimp, palaemonid, flesh, grilled* (without salt or fat)",Family: Palaemonidae,eligible,No exclusion or review rule matched.,,Default project rule
09_102,"Shrimp, palaemonid, flesh, steamed* (without salt)",Family: Palaemonidae,eligible,No exclusion or review rule matched.,,Default project rule
09_059,"Shrimp, penaeid, flesh, raw",Family: Penaeidae,eligible,No exclusion or review rule matched.,,Default project rule
09_107,"Shrimp, penaeid, flesh, boiled* (as part of a recipe)",Family: Penaeidae,eligible,No exclusion or review rule matched.,,Default project rule
09_106,"Shrimp, penaeid, flesh, grilled* (without salt or fat)",Family: Penaeidae,eligible,No exclusion or review rule matched.,,Default project rule
09_105,"Shrimp, penaeid, flesh, steamed* (without salt)",Family: Penaeidae,eligible,No exclusion or review rule matched.,,Default project rule
09_041,"Tilapia, fillet, raw",Oreochromis spp./Tilappia spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_089,"Tilapia, fillet, boiled* (as part of a recipe)",Oreochromis spp./Tilappia spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_043,"Tilapia, fillet, grilled* (without salt or fat)",Oreochromis spp./Tilappia spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_042,"Tilapia, fillet, steamed* (without salt)",Oreochromis spp./Tilappia spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_110,"Tuna, canned in water, drained",,eligible,No exclusion or review rule matched.,,Default project rule
09_111,"Tuna, canned in oil, drained",,eligible,No exclusion or review rule matched.,,Default project rule
09_005,"Tuna, fillet, raw",Thunnus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_092,"Tuna, fillet, boiled* (as part of a recipe)",Thunnus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_091,"Tuna, fillet, grilled* (without salt or fat)",Thunnus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_090,"Tuna, fillet, steamed* (without salt)",Thunnus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_054,"Venus clams, flesh, raw",Family: Veneridae,eligible,No exclusion or review rule matched.,,Default project rule
09_095,"Venus clams, flesh, boiled* (as part of a recipe)",Family: Veneridae,eligible,No exclusion or review rule matched.,,Default project rule
09_094,"Venus clams, flesh, steamed* (without salt)",Family: Veneridae,eligible,No exclusion or review rule matched.,,Default project rule
09_006,"White grouper, fillet, raw",Epinephelus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_093,"White grouper, fillet, boiled* (as part of a recipe)",Epinephelus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_047,"White grouper, fillet, grilled* (without salt or fat)",Epinephelus spp.,eligible,No exclusion or review rule matched.,,Default project rule
09_046,"White grouper, fillet, steamed* (without salt)",Epinephelus spp.,eligible,No exclusion or review rule matched.,,Default project rule
10_019,"Breastmilk, colostrum",,eligible,No exclusion or review rule matched.,,Default project rule
10_004,"Breastmilk, mature",,eligible,No exclusion or review rule matched.,,Default project rule
10_006,"Cheese, cheddar, from cow’s milk",,eligible,No exclusion or review rule matched.,,Default project rule
10_028,"Cheese, fresh curd, from cow’s milk",,eligible,No exclusion or review rule matched.,,Default project rule
10_008,"Cheese, Gouda, from cow’s milk",,eligible,No exclusion or review rule matched.,,Default project rule
10_007,"Cheese, hard type, from goat’s milk",,eligible,No exclusion or review rule matched.,,Default project rule
10_027,"Cheese, processed, spreadable, shelf-stable (e.g. Laughing Cow)",,eligible,No exclusion or review rule matched.,,Default project rule
10_009,"Cream, from cow’s milk, ca. 38% fat",,eligible,No exclusion or review rule matched.,,Default project rule
10_010,"Cream, from cow’s milk, reduced fat, ca. 18% fat",,eligible,No exclusion or review rule matched.,,Default project rule
10_011,"Infant formula, powder, for 3 months, fortified",,eligible,No exclusion or review rule matched.,,Default project rule
10_012,"Infant formula, powder, for 6 months, fortified",,eligible,No exclusion or review rule matched.,,Default project rule
10_018,"Milk, camel, fresh",Camelus dromedarius ,eligible,No exclusion or review rule matched.,,Default project rule
10_015,"Milk, cow, canned, condensed, sweetened",,eligible,No exclusion or review rule matched.,,Default project rule
10_016,"Milk, cow, canned, evaporated",,eligible,No exclusion or review rule matched.,,Default project rule
10_017,"Milk, cow, powder, skimmed, unfortified",,eligible,No exclusion or review rule matched.,,Default project rule
10_002,"Milk, cow, powder, whole, unfortified",,eligible,No exclusion or review rule matched.,,Default project rule
10_013,"Milk, cow, reduced fat, 1.5–2% fat",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
10_014,"Milk, cow, skimmed, 0.5% fat",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
10_022,"Milk, cow, whole, fermented",,eligible,No exclusion or review rule matched.,,Default project rule
10_001,"Milk, cow, whole, pasteurized or UHT, 3.5% fat",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
10_029,"Milk, cow, whole, raw, 4.5% fat",Bos taurus,eligible,No exclusion or review rule matched.,,Default project rule
10_003,"Milk, goat, fresh",Capra aegagrus hircus,eligible,No exclusion or review rule matched.,,Default project rule
10_024,"Milk, sheep or goat, fermented",,eligible,No exclusion or review rule matched.,,Default project rule
10_023,"Milk, sheep, fresh",,eligible,No exclusion or review rule matched.,,Default project rule
10_026,"Yoghurt, from reduced fat/skimmed cow’s milk, sweetened/with fruit",,eligible,No exclusion or review rule matched.,,Default project rule
10_025,"Yoghurt, plain, from reduced fat/skimmed cow’s milk",,eligible,No exclusion or review rule matched.,,Default project rule
10_005,"Yoghurt, plain, from whole cow’s milk",,eligible,No exclusion or review rule matched.,,Default project rule
11_011,"Butter, from cow’s milk, salted",,eligible,No exclusion or review rule matched.,,Default project rule
11_001,"Butter, from cow’s milk, unsalted",,eligible,No exclusion or review rule matched.,,Default project rule
11_002,"Coconut oil, unfortified",Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
11_018,"Coconut oil, fortified with vitamin A, 600–1000 mcg/100g (Ghana, Nigeria, Sierra Leone)",Cocos nucifera,eligible,No exclusion or review rule matched.,,Default project rule
